timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-01-09T16:14:33,Dif_Pr_Opacus,44c58768-6d3c-4484-9fbc-b4474b251501,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,34.132090753999364,0.00011262261670121786,3.299610841683395e-06,32.5,0.0,2.7931451797485356,0.00030813382326462285,0,2.6480902475386242e-05,0.00033461472574000916,Greece,GRC,central macedonia,,,Linux-5.15.133.1-microsoft-standard-WSL2-x86_64-with-glibc2.27,3.11.11,2.8.2,12,AMD Ryzen 5 5600G with Radeon Graphics,,,22.9358,40.6439,7.448387145996094,machine,N,1.0
